packet_number,length,bssid,ta,ra,fc_type_subtype,data_rate,channel,frequency,phy,short_gi,signal_strength,bandwidth,mcs_index,spatial_streams_tx_max,tsf_timestamp,timestamp_wireshark,timestamp_readable
2845,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-74,0x00a0,,,674900480827,1742821988.657734,2025-03-24 15:13:08.657734
2846,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-75,0x00a0,,,674900482616,1742821988.6595957,2025-03-24 15:13:08.659596
2847,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-75,0x00a0,,,674900484421,1742821988.661771,2025-03-24 15:13:08.661771
2848,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-75,0x00a0,,,674900485856,1742821988.663069,2025-03-24 15:13:08.663069
2849,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-75,0x00a0,,,674900589700,1742821988.7671309,2025-03-24 15:13:08.767131
2850,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-75,0x00a0,,,674900688575,1742821988.8654313,2025-03-24 15:13:08.865431
2851,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,13,2472,4,False,-79,0x00a0,,,674900791181,1742821988.968207,2025-03-24 15:13:08.968207
2852,361,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-88,0x00a0,,,24123130573029,1742821989.5132244,2025-03-24 15:13:09.513224
2853,389,04:e7:95:1d:b2:b1,04:e7:95:1d:b2:b1,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-87,0x00a0,,,24123130573717,1742821989.5136678,2025-03-24 15:13:09.513668
2854,365,04:e7:95:1d:b2:b2,04:e7:95:1d:b2:b2,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-88,0x00a0,,,24123130574446,1742821989.5143826,2025-03-24 15:13:09.514383
2855,355,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,aa:58:ff:bd:58:44,0x0005,5.5,1,2412,4,False,-87,0x00a0,,,24123130655006,1742821989.5953271,2025-03-24 15:13:09.595327
2856,361,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-86,0x00a0,,,24123130675429,1742821989.615415,2025-03-24 15:13:09.615415
2857,365,04:e7:95:1d:b2:b2,04:e7:95:1d:b2:b2,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-87,0x00a0,,,24123130676846,1742821989.6167817,2025-03-24 15:13:09.616782
2858,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-65,0x00a0,,,674898227587,1742821990.6676471,2025-03-24 15:13:10.667647
2859,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-65,0x00a0,,,674898229376,1742821990.6694813,2025-03-24 15:13:10.669481
2860,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-65,0x00a0,,,674898231181,1742821990.6712985,2025-03-24 15:13:10.671299
2861,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-65,0x00a0,,,674898232616,1742821990.6730947,2025-03-24 15:13:10.673095
2862,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-65,0x00a0,,,674898329987,1742821990.7700822,2025-03-24 15:13:10.770082
2863,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-65,0x00a0,,,674898331776,1742821990.771567,2025-03-24 15:13:10.771567
2864,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-65,0x00a0,,,674898333581,1742821990.7733755,2025-03-24 15:13:10.773376
2865,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-65,0x00a0,,,674898335016,1742821990.7752652,2025-03-24 15:13:10.775265
2866,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-65,0x00a0,,,674898432387,1742821990.8725045,2025-03-24 15:13:10.872504
2867,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-65,0x00a0,,,674898434176,1742821990.873958,2025-03-24 15:13:10.873958
2868,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-64,0x00a0,,,674898435981,1742821990.8757954,2025-03-24 15:13:10.875795
2869,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-64,0x00a0,,,674898437416,1742821990.877664,2025-03-24 15:13:10.877664
2870,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-65,0x00a0,,,674898534787,1742821990.9748216,2025-03-24 15:13:10.974822
2871,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-65,0x00a0,,,674898536576,1742821990.9763944,2025-03-24 15:13:10.976394
2872,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-65,0x00a0,,,674898538381,1742821990.9784315,2025-03-24 15:13:10.978431
2873,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-65,0x00a0,,,674898539816,1742821990.9803302,2025-03-24 15:13:10.980330
2874,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,7,2442,4,False,-70,0x00a0,,,674898638976,1742821991.0790937,2025-03-24 15:13:11.079094
2875,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-75,0x00a0,,,674903654787,1742821991.8318431,2025-03-24 15:13:11.831843
2876,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-76,0x00a0,,,674903656576,1742821991.8333285,2025-03-24 15:13:11.833328
2877,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-76,0x00a0,,,674903658381,1742821991.8352256,2025-03-24 15:13:11.835226
2878,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-74,0x00a0,,,674903758204,1742821991.9352534,2025-03-24 15:13:11.935253
2879,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-75,0x00a0,,,674903759993,1742821991.93675,2025-03-24 15:13:11.936750
2880,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-75,0x00a0,,,674903761798,1742821991.9386456,2025-03-24 15:13:11.938646
2881,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-75,0x00a0,,,674903763233,1742821991.9403899,2025-03-24 15:13:11.940390
2882,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-74,0x00a0,,,674903859587,1742821992.0366042,2025-03-24 15:13:12.036604
2883,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-75,0x00a0,,,674903861376,1742821992.0381513,2025-03-24 15:13:12.038151
2884,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-75,0x00a0,,,674903863181,1742821992.0399704,2025-03-24 15:13:12.039970
2885,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-74,0x00a0,,,674903963401,1742821992.1401978,2025-03-24 15:13:12.140198
2886,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-74,0x00a0,,,674903965190,1742821992.1419613,2025-03-24 15:13:12.141961
2887,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-74,0x00a0,,,674903966995,1742821992.1438417,2025-03-24 15:13:12.143842
2888,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-74,0x00a0,,,674903968430,1742821992.1456568,2025-03-24 15:13:12.145657
2889,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-74,0x00a0,,,674904065877,1742821992.2429106,2025-03-24 15:13:12.242911
2890,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-74,0x00a0,,,674904067666,1742821992.2444491,2025-03-24 15:13:12.244449
2891,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-75,0x00a0,,,674904069471,1742821992.2462585,2025-03-24 15:13:12.246258
2892,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-75,0x00a0,,,674904070906,1742821992.248063,2025-03-24 15:13:12.248063
2893,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-75,0x00a0,,,674904168037,1742821992.3450682,2025-03-24 15:13:12.345068
2894,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-75,0x00a0,,,674904169826,1742821992.3465765,2025-03-24 15:13:12.346576
2895,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-75,0x00a0,,,674904171631,1742821992.3486342,2025-03-24 15:13:12.348634
2896,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-75,0x00a0,,,674904173066,1742821992.3505816,2025-03-24 15:13:12.350582
2897,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-75,0x00a0,,,674904269187,1742821992.4462616,2025-03-24 15:13:12.446262
2898,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-75,0x00a0,,,674904270976,1742821992.4477534,2025-03-24 15:13:12.447753
2899,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-75,0x00a0,,,674904272781,1742821992.449569,2025-03-24 15:13:12.449569
2900,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-75,0x00a0,,,674904274216,1742821992.4513776,2025-03-24 15:13:12.451378
2901,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-75,0x00a0,,,674904373086,1742821992.5501447,2025-03-24 15:13:12.550145
2902,361,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-90,0x00a0,,,24123134157071,1742821993.0972183,2025-03-24 15:13:13.097218
2903,365,04:e7:95:1d:b2:b2,04:e7:95:1d:b2:b2,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-90,0x00a0,,,24123134158479,1742821993.0986753,2025-03-24 15:13:13.098675
2904,365,04:e7:95:1d:b2:b2,04:e7:95:1d:b2:b2,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-88,0x00a0,,,24123134260855,1742821993.2007537,2025-03-24 15:13:13.200754
2905,220,ff:ff:ff:ff:ff:ff,b6:49:9e:36:d4:6b,ff:ff:ff:ff:ff:ff,0x0004,5.5,1,2412,4,False,-61,0x00a0,,,,1742821993.2052648,2025-03-24 15:13:13.205265
2906,355,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,b6:49:9e:36:d4:6b,0x0005,5.5,1,2412,4,False,-89,0x00a0,,,24123134267958,1742821993.207825,2025-03-24 15:13:13.207825
2907,66,,,04:e7:95:1d:b2:b0,0x001d,1,1,2412,4,False,-61,0x00a0,,,,1742821993.2081373,2025-03-24 15:13:13.208137
2908,66,,,04:e7:95:1d:b2:b2,0x001d,1,1,2412,4,False,-61,0x00a0,,,,1742821993.2095442,2025-03-24 15:13:13.209544
2909,66,,,04:e7:95:1d:b2:b1,0x001d,1,1,2412,4,False,-61,0x00a0,,,,1742821993.2108889,2025-03-24 15:13:13.210889
2910,220,ff:ff:ff:ff:ff:ff,b6:49:9e:36:d4:6b,ff:ff:ff:ff:ff:ff,0x0004,1,1,2412,4,False,-61,0x00a0,,,,1742821993.226204,2025-03-24 15:13:13.226204
2911,355,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,b6:49:9e:36:d4:6b,0x0005,5.5,1,2412,4,False,-88,0x00a0,,,24123134288070,1742821993.228003,2025-03-24 15:13:13.228003
2912,66,,,04:e7:95:1d:b2:b0,0x001d,1,1,2412,4,False,-61,0x00a0,,,,1742821993.2282763,2025-03-24 15:13:13.228276
2913,66,,,04:e7:95:1d:b2:b2,0x001d,1,1,2412,4,False,-61,0x00a0,,,,1742821993.2296755,2025-03-24 15:13:13.229676
2914,383,04:e7:95:1d:b2:b1,04:e7:95:1d:b2:b1,b6:49:9e:36:d4:6b,0x0005,5.5,1,2412,4,False,-88,0x00a0,,,24123134290846,1742821993.2307558,2025-03-24 15:13:13.230756
2915,66,,,04:e7:95:1d:b2:b1,0x001d,1,1,2412,4,False,-61,0x00a0,,,,1742821993.2310662,2025-03-24 15:13:13.231066
2916,220,ff:ff:ff:ff:ff:ff,b6:49:9e:36:d4:6b,ff:ff:ff:ff:ff:ff,0x0004,1,1,2412,4,False,-61,0x00a0,,,,1742821993.2473514,2025-03-24 15:13:13.247351
2917,359,04:e7:95:1d:b2:b2,04:e7:95:1d:b2:b2,b6:49:9e:36:d4:6b,0x0005,5.5,1,2412,4,False,-89,0x00a0,,,24123134309867,1742821993.2498171,2025-03-24 15:13:13.249817
2918,383,04:e7:95:1d:b2:b1,04:e7:95:1d:b2:b1,b6:49:9e:36:d4:6b,0x0005,5.5,1,2412,4,False,-89,0x00a0,,,24123134311061,1742821993.2512143,2025-03-24 15:13:13.251214
2919,355,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,b6:49:9e:36:d4:6b,0x0005,5.5,1,2412,4,False,-89,0x00a0,,,24123134312294,1742821993.2522082,2025-03-24 15:13:13.252208
2920,66,,,04:e7:95:1d:b2:b0,0x001d,1,1,2412,4,False,-60,0x00a0,,,,1742821993.2524903,2025-03-24 15:13:13.252490
2921,359,04:e7:95:1d:b2:b2,04:e7:95:1d:b2:b2,b6:49:9e:36:d4:6b,0x0005,5.5,1,2412,4,False,-88,0x00a0,,,24123134313643,1742821993.25358,2025-03-24 15:13:13.253580
2922,66,,,04:e7:95:1d:b2:b2,0x001d,1,1,2412,4,False,-60,0x00a0,,,,1742821993.2538269,2025-03-24 15:13:13.253827
2923,383,04:e7:95:1d:b2:b1,04:e7:95:1d:b2:b1,b6:49:9e:36:d4:6b,0x0005,5.5,1,2412,4,False,-88,0x00a0,,,24123134315035,1742821993.2552824,2025-03-24 15:13:13.255282
2924,66,,,04:e7:95:1d:b2:b1,0x001d,1,1,2412,4,False,-60,0x00a0,,,,1742821993.2553055,2025-03-24 15:13:13.255306
2925,220,ff:ff:ff:ff:ff:ff,b6:49:9e:36:d4:6b,ff:ff:ff:ff:ff:ff,0x0004,1,1,2412,4,False,-60,0x00a0,,,,1742821993.2669923,2025-03-24 15:13:13.266992
2926,355,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,b6:49:9e:36:d4:6b,0x0005,5.5,1,2412,4,False,-89,0x00a0,,,24123134328984,1742821993.2691247,2025-03-24 15:13:13.269125
2927,66,,,04:e7:95:1d:b2:b0,0x001d,1,1,2412,4,False,-60,0x00a0,,,,1742821993.2691455,2025-03-24 15:13:13.269145
2928,359,04:e7:95:1d:b2:b2,04:e7:95:1d:b2:b2,b6:49:9e:36:d4:6b,0x0005,5.5,1,2412,4,False,-89,0x00a0,,,24123134330352,1742821993.2704966,2025-03-24 15:13:13.270497
2929,66,,,04:e7:95:1d:b2:b1,0x001d,1,1,2412,4,False,-60,0x00a0,,,,1742821993.2720795,2025-03-24 15:13:13.272079
2930,359,04:e7:95:1d:b2:b2,04:e7:95:1d:b2:b2,b6:49:9e:36:d4:6b,0x0005,5.5,1,2412,4,False,-89,0x00a0,,,24123134332992,1742821993.2731466,2025-03-24 15:13:13.273147
2931,66,,,04:e7:95:1d:b2:b2,0x001d,1,1,2412,4,False,-60,0x00a0,,,,1742821993.2731671,2025-03-24 15:13:13.273167
2932,365,04:e7:95:1d:b2:b2,04:e7:95:1d:b2:b2,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-90,0x00a0,,,24123134363291,1742821993.3034832,2025-03-24 15:13:13.303483
2933,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-65,0x00a0,,,674901709187,1742821994.1492565,2025-03-24 15:13:14.149256
2934,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-65,0x00a0,,,674901710976,1742821994.151036,2025-03-24 15:13:14.151036
2935,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-65,0x00a0,,,674901712781,1742821994.1529133,2025-03-24 15:13:14.152913
2936,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-65,0x00a0,,,674901714216,1742821994.1546872,2025-03-24 15:13:14.154687
2937,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-65,0x00a0,,,674901811587,1742821994.2514534,2025-03-24 15:13:14.251453
2938,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-65,0x00a0,,,674901813376,1742821994.2531602,2025-03-24 15:13:14.253160
2939,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-65,0x00a0,,,674901816616,1742821994.256852,2025-03-24 15:13:14.256852
2940,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-65,0x00a0,,,674901913987,1742821994.354005,2025-03-24 15:13:14.354005
2941,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-65,0x00a0,,,674901915776,1742821994.355576,2025-03-24 15:13:14.355576
2942,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-65,0x00a0,,,674901917581,1742821994.3573809,2025-03-24 15:13:14.357381
2943,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-65,0x00a0,,,674901919016,1742821994.3592489,2025-03-24 15:13:14.359249
2944,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-65,0x00a0,,,674902016387,1742821994.4562614,2025-03-24 15:13:14.456261
2945,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-65,0x00a0,,,674902018176,1742821994.4579556,2025-03-24 15:13:14.457956
2946,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-65,0x00a0,,,674902019981,1742821994.4597676,2025-03-24 15:13:14.459768
2947,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-65,0x00a0,,,674902021416,1742821994.4615664,2025-03-24 15:13:14.461566
2948,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-65,0x00a0,,,674902118787,1742821994.558923,2025-03-24 15:13:14.558923
2949,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-65,0x00a0,,,674902120576,1742821994.5603533,2025-03-24 15:13:14.560353
2950,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-65,0x00a0,,,674902122381,1742821994.5621612,2025-03-24 15:13:14.562161
2951,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-65,0x00a0,,,674902123816,1742821994.5640485,2025-03-24 15:13:14.564049
2952,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,9,2452,4,False,-79,0x00a0,,,674907138987,1742821995.3160648,2025-03-24 15:13:15.316065
2953,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-75,0x00a0,,,674907243102,1742821995.4199693,2025-03-24 15:13:15.419969
2954,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-75,0x00a0,,,674907341187,1742821995.5182035,2025-03-24 15:13:15.518203
2955,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-75,0x00a0,,,674907342976,1742821995.5197644,2025-03-24 15:13:15.519764
2956,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-76,0x00a0,,,674907344781,1742821995.5216308,2025-03-24 15:13:15.521631
2957,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-76,0x00a0,,,674907346216,1742821995.5234332,2025-03-24 15:13:15.523433
2958,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-75,0x00a0,,,674907443587,1742821995.6206226,2025-03-24 15:13:15.620623
2959,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-76,0x00a0,,,674907445376,1742821995.622131,2025-03-24 15:13:15.622131
2960,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-74,0x00a0,,,674907545987,1742821995.7228174,2025-03-24 15:13:15.722817
2961,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-74,0x00a0,,,674907547776,1742821995.7245104,2025-03-24 15:13:15.724510
2962,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-74,0x00a0,,,674907549581,1742821995.726356,2025-03-24 15:13:15.726356
2963,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-74,0x00a0,,,674907551016,1742821995.7281544,2025-03-24 15:13:15.728154
2964,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-73,0x00a0,,,674907648629,1742821995.8257046,2025-03-24 15:13:15.825705
2965,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-75,0x00a0,,,674907650418,1742821995.8271708,2025-03-24 15:13:15.827171
2966,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-74,0x00a0,,,674907652223,1742821995.8289907,2025-03-24 15:13:15.828991
2967,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-75,0x00a0,,,674907653658,1742821995.830817,2025-03-24 15:13:15.830817
2968,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-74,0x00a0,,,674907750787,1742821995.9278436,2025-03-24 15:13:15.927844
2969,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-75,0x00a0,,,674907752576,1742821995.929337,2025-03-24 15:13:15.929337
2970,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-74,0x00a0,,,674907853187,1742821996.029985,2025-03-24 15:13:16.029985
2971,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-75,0x00a0,,,674907854976,1742821996.031731,2025-03-24 15:13:16.031731
2972,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-75,0x00a0,,,674907856781,1742821996.0335517,2025-03-24 15:13:16.033552
